"Antwort ID","Datum Abgeschickt","Letzte Seite","Start-Sprache","Zufallsgeneratorstartwert","Datum gestartet","Datum letzte Aktivität","VP-Nummer ","Gib an, zu welcher Fahrt dieses Interview geführt wird ","Gruppe A - Termin 2: H-on  Anmerkungen zum Probanden, z.B. während Einweisung oder Fahrt  (VL-Protokoll Termin A-1) ","Gruppe A - Termin 2: H-on  Anmerkungen zum Fahrzeug, z.B. Abwurf ohne Grund, Fehlermeldung, ...(VL-Protokoll Termin A-1) ","Gruppe A - Termin 2: H-off  Anmerkungen zum Probanden, z.B. während Einweisung oder Fahrt ","Gruppe A - Termin 2: H-off  Anmerkungen zum Fahrzeug, z.B. Abwurf ohne Grund, Fehlermeldung, ... ","Gruppe B (H-off)  Anmerkungen zum Probanden, z.B. während Einweisung oder Fahrt ","Gruppe B (H-off)  Anmerkungen zum Fahrzeug, z.B. Abwurf ohne Grund, Fehlermeldung, ... ","Sonstige Anmerkungen  kurze Notiz zu den Wetterbedingungen und zum Zustand der Straße machen:- Wetter: z.B. hell, bewölkt oder dämmrig, blauer Himmel oder ....- Straße: nass, feucht, schneebedeckt, trocken, ... ","Trigger  Haben Sie während der Fahrt den Triggerknopf gedrückt? Bitte führen Sie noch einmal aus, was Ihnen in diesem Moment aufgefallen ist, bzw. was sie uns mitteilen möchten. ","Fahrerinitiierte Transitionen  Während der Autobahnfahrten sind Sie einen Großteil der Zeit mit L2 gefahren. In verschiedenen Situationen - zum Beispiel beim Auffahren auf oder Abfahren von Autobahnen - haben Sie das System aktiviert oder deaktiviert, um damit in einen anderen Fahrmodus wechseln.Gab es hierbei Situationen oder Aspekte, über die Sie uns gerne mehr erzählen würden? ","Systeminitiierte Transitionen  Während der Autobahnfahrten sind Sie einen Großteil der Zeit mit L2 gefahren. In verschiedenen Situationen hat das System von sich L2 teilweise oder komplett deaktiviert oder Sie zu einer Übernahme aufgefordert.  Gab es hierbei Situationen, über die Sie uns gerne mehr erzählen würden? ","DMS  Wenn L2 aktiv war, gab es ein Fahrerbeobachtungssystem, das gewarnt hat, wenn Sie   	ON --&gt; die Hände zu lange vom Lenkrad genommen haben.oder 	OFF --&gt; zu lange von der Straße weggesehen haben.   Möchten Sie dieses Fahrerbeobachtungssystem noch einmal genauer kommentieren oder bewerten oder Ihre Erlebnisse mit dem Fahrerbeobachtungssystem beschreiben?  ","HMI  Für die Bedienung von L2 haben Sie verschiedene Tasten am Lenkrad verwendet. Je nach Systemzustand wurden Ihnen im Anschluss unterschiedliche Anzeigen im Kombi-Display (oder dem Head-up Display) angezeigt.  Möchten Sie allgemein die Bedienung des L2 Systems oder die verwendeten Anzeigen noch einmal genauer kommentieren bzw. bewerten? ","Systemverhalten  Während der Nutzung von L2 haben Sie die aktive Spurführung, die Geschwindigkeitskontrolle, das Halten des Abstandes und die Interaktion mit anderen Verkehrsteilnehmern in verschiedenen Situationen erlebt.  Möchten Sie dieses Fahrverhalten des Systems noch einmal genauer kommentieren bzw. bewerten oder Ihre Erlebnisse beschreiben? ","Bewertung L2  In diesem Versuch konnten Sie Erfahrungen mit L2 sammeln. Würden Sie dies auch gern in Ihrem privaten Fahrzeug nutzen? ","Bewertung L2  Welche Komponente von L2 würden Sie auch gern in Ihrem privaten Fahrzeug nutzen?  [Längsführung/ACC]","Bewertung L2  Welche Komponente von L2 würden Sie auch gern in Ihrem privaten Fahrzeug nutzen?  [Querführung/Spurhaltung/Lenken]","Bewertung L2  Welche Komponente von L2 würden Sie auch gern in Ihrem privaten Fahrzeug nutzen?  [nur für A-2 &amp; B beantwortbarH-off/Hände frei nutzen können]","Bewertung L2  Stellen Sie sich vor, Ihr privates Fahrzeug wird mit einem L2 System ausgestattet.Hätten Sie lieber die Variante H-on oder die Variante H-off? ","Bewertung L2 Anmerkungen zu den vorigen Fragen/Antworten vom Probanden zur L2-Bewertung.","Haben Sie noch weitere Kommentare oder Anmerkungen zu der erlebten Fahrt mit L2?","Haben Sie noch weitere Kommentare oder Anmerkungen zu der Studie?","Gesamtzeit","Gruppenzeit: Metadaten","Fragenzeit: VP","Fragenzeit: Fahrt","Gruppenzeit: VL-Protokoll","Fragenzeit: AOnVP","Fragenzeit: AOnFzg","Fragenzeit: AOffVP","Fragenzeit: AOffFzg","Fragenzeit: BOffVP","Fragenzeit: BOffFzg","Fragenzeit: VLProtSonst","Gruppenzeit: Leitfaden","Fragenzeit: Trigger","Fragenzeit: FahrerTrans","Fragenzeit: SystemTrans","Fragenzeit: DMS","Fragenzeit: HMI","Fragenzeit: Systemverhalten","Fragenzeit: L2PrivNutzung","Fragenzeit: L2Komponenten","Fragenzeit: Ranking","Fragenzeit: L2BewertungKomm","Fragenzeit: Sonstiges","Fragenzeit: Studie"
"115","2022-05-05 14:14:33","3","de","1179931159","2022-05-05 14:05:29","2022-05-05 14:14:33","24","Gruppe A - Termin 2: H-on","","","","","","","Die letzten Tage tagsüber meist hell, teilweise sonnig, abends dann regnerisch","1x: Hat Verkehrsschilder erkannt, die neben der Bahn in der Überleitung zur Autobahn waren, die mich also gar nicht betreffen.
1x: wenn jemand sehr knapp eingeschert ist, war ich mir ab und an nicht ganz sicher, ob  auto stark genug reagiert, hab dann mitgeholfen
1x: Überleitung von A92 auf A9: direkt in Kurve hatte er bissl Probleme mit SPurfindung ","Nein, aktivieren waren ja nur die beiden Knöpfe drücken; Deaktivieren meistens in Verzögerungsspur durch Bremsen. War dann teilweise ewig lang auf Standby, ist mir erst kurz vor daheim aufgefallen, dass ich es ja ganz aussschalten könnte. Mit System im Standby wenn man da bissl schneller als 50 fährt passiert nichts im Display, wenn man System ganz aus hat und da 1/2 kmh drüber fährt, dann kommt gleich Piepton","Es hat mir 2 oder 3 mal gesagt ""Abgebrochen"", ich konnte aber nicht wirklich nachvollziehen warum. ","Hab sehr oft Aufforderung bekommen Hände ans Lenkrad, obwohl die da waren, hatte es echt in der Hand. ","Nein, war klar; wenn Linien grün werden ist man wieder in Spur, Abstand auch immer angegeben. Alles klar","auch noch ne Situation mit Triggerknopf: bei Block 2 kurz vor Allacher Tunnel hat es sich sehr zusammengestockt, war rechts, wollte Rettungsgasse bilden. LKW vor mir ist sehr deutlich halb auf Standstreifen gefahren und dann hat System ihn nicht mehr erkannt und hätte Gas gegeben. Ich musste dann eingreifen, bin selbst auch weiter rechts gefahren. ","Eher nein","Eher ja","Eher nein","nicht anwendbar [Spalte nur für A-2 H-On Interview & Frage 3]","","Insgesamt ""Eher nein"", weil es nicht immer hundertprozentig funktioniert. Finde es eher unsicherer damit zu fahren als ganz allein zu fahren und nur auf mich gestellt zu sein/mich auf mich verlassen zu müssen, damit ich nicht  noch wen anders kontrollieren muss. ","Nein","","543.65","10.82","","","23.43","","","","","","","","509.4","","","","","","","","","","","",""
"116","2022-05-05 15:21:37","3","de","1610136887","2022-05-05 15:03:17","2022-05-05 15:21:37","23","Gruppe A - Termin 2: H-off","-","Probefahrt & ersten 45km Autobahn wurden nicht aufgezeichnet (datenlogger zu spät eingebaut)","schnelle Eingewöhnung; bevorzugt stärkeres gegenlenken beim Spurverlassen; rumeiern in der Spur --> mindert Vertrauen; Fahrzeug fährt zu weit rechts; Farbwechsel zu blau ist sehr übersichtlich und hilfreich (peripher sichtbar); Baustellen ein- und ausfahrt Spurführung problematisch; sehr monoton: man neigt zu Ablenkung; Warnung Eyes-off ausprobiert 1x; man hat mehr Zeit sich auf Spurwechsel zu konzentrieren, weil man nicht aktiv fahren muss sondern nur überwachen; sehr langweilig: wäre gut, dann direkt Level 3 einzuführen, sodass man sich mit FFT beschäftigen kann; bessere Antizipation von Fahrsituationen wäre gut (einscherende Fahrzeug nicht erst bremsen wenn schon in Spur, sondern blinker einbeziehen etc.)","-","","","sehr gute Wetterbedingungen und hell","Baustellen ein- udn ausfahrt Schwierigkeiten beim Spurhalten; Fahrzeug bremst spät bei Einscherern (bessere Antizipation notwendig)","Transitionswechsel sehr logisch und verständlich","Baustellenausfahrt kritische Systemdeaktivierung","Warnung verständlich","Geschwindigkeitzielauswahl etwas unhandlicher zu bedienen; blauer Farbwechsel sehr hilfreich zur Unterscheidung und Mode awareness; Anzeige verständlich und übersichtlich; minimaltisch ist gut: wie beim BMW mit anzeigen von anderen Verkehrsteilnehmern zu viel","Fahrzeug fährt zu weit rechts, eiert zu sehr rum; wie viel Abstand wann und wie gehalten wird ist nicht ganz klar und etwas randomsiert; Einscherer zu spät erkannt; zufrieden mit systemverhalten aber wenig Vertrauen da teilweise schwammig","Eher nein","Ja","Eher nein","Eher nein","H-on","man wird unaufmerksamer durch H-off; eher H-On nutzen; ACC besser","Basutellen kritisch: Bitte Warnung ausgeben: Achtung es kommt Baustelle, bitte aufpassen.","-","1098.66","11.96","","","324.64","","","","","","","","762.06","","","","","","","","","","","",""
"117","2022-05-05 16:23:15","3","de","1084193023","2022-05-05 16:06:57","2022-05-05 16:23:15","24","Gruppe A - Termin 2: H-off","""1 Vorteil sehe ich: man blinkt mehr, weil man sonst zurückgeschubst wird"" 
Im Nachhinein: ""Ist ein komisches Gefühl, wenn system lenkt und ich das mit Hands-On Spüre, hab mir bei H-on Fahrzeug gewünscht manchmal Hände wegnehmen zu können""","Bei Wenden fährt sie schnell zwischen LKWs auf rechter Spur rein, muss dann selbst stark bremsen --> ""soll ich da dann bremsen oder System machen lassen?""","""Spurwechsel finde ich nicht so hilfreich, weil Verkehr hier zu dicht ist""
""Vllt wechselt man mit System Spur gar nicht so oft, akzeptiert einfach 118 zu fahren auch wenn man selbst 120 fahren würde""
""Bei mir hängt Spurwechsel auch von Verkehr ab, wenn viel los ist nehm ich auch mal ne kleinere Lücke""
""Wenn sich Geschwindigkeit um 40 reduziert, ist mir das zu langsam, ich würde vorausschauend früher von Gas gehen""
","Spurwechsel kann sie mit Zeit besser, am Anfang zu stark auf Blinker getippt (Eigenaussage)
Trigger: Proband muss stark bremsen bei einscherendem LKW ""Das war zu knapp; ohne System hätte ich frühzeitigere eingegriffen, wenn man nicht wartet bis/ob der andere was tut
","","","hell, trocken, blauer Himmel mit paar Wolken, warm","Bei Systemverhalten notiert","1x wo LKW knapp eingeschert ist, wo ich selbst gebremst hab weil ich nicht wusste ob System das schafft/überhaupt was tut
beim Blinker manchmal zu fest getippt, dadurch hat sich dann das System teildeaktiviert. 
Grundsätzlich hab ich vermutlich öfter Spur gewechselt als ich es normal tun würde, einfach weils mich interessiert hat ","Bei DMS notiert","Hab gemerkt dass er mir einmal angezeigt hat ich solle die Hände ans Lenkrad nehmen. Hab nicht ganz verstanden warum aber hab ich dann halt gemacht, war kein Problem","Bedienung war einfach. ","Einmal hat Auto hinter mir gleichzeitig mit mir gewechselt, ich hätte dann stärker beschleunigt um den hinter mit nicht auszubremsen, Automation macht das träger
Allgemein denke ich dass ich vorausschauender fahren würde, weil System reagiert immer erst wenns am Schild vorbeifährt
Würde besser  funktionieren, wenn alle automatisiert fahren, im Mischverkehr ist das ein Problem, dass Fluss gestört wird
Im Unterschied zu H-On Fahrzeug hatte ich das Gefühl es arbeitet zuverlässiger, muss es natürlich auch können wenn man die Hände wegtun darf","Unsicher","Eher ja","Eher nein","Unsicher","H-off","wenn ichs in meinem Fahrzeug hätte, würde ichs nutzen aber ich brauchs jetzt nicht
Hände wegnehmen ist ganz bequem, mach ich sowohl manuell als auch grad bei H-off dass man in Hände zur Gemütlichkeit in Schoß tut und nur Daumen einhakt
Hände wegnehmen können auch situationsbedingt, wenn wenig los ist eher","-","-","976.47","25.14","","","315.15","","","","","","","","636.18","","","","","","","","","","","",""
"118","2022-05-06 09:31:52","3","de","1441301302","2022-05-06 08:51:02","2022-05-06 09:31:52","21","Gruppe A - Termin 2: H-on","","","","","","","","mehrfach gedrückt - immer auditiv kommentiert
z.B. falsche Geschwindigkeit bei Ausfahrt erkannt
Spur Verengung falsch behandelt","-","bei Regen und schlechtem Licht - mit gelb blinkendem Icon und Warnton <- Ton zu leise wenn Radio an
Spur zu breit -> Lenkung deaktiviert (ohne Aufforderung?)
automatischer Spurwechsel -> bei Kontrollblick aus Versehen deaktiviert","kaum Warnungen bekommen, selten Hände nicht erkannt -> Fehlwarnungen","Ton zu leise
Animation Hände ans Lenkrad ist gut","zu wenig vorausschauendes Fahren -> häufiges (aber nicht immer) sinnloses Beschleunigen und Abbremsen, teilweise Geschwindigkeitsbegrenzung auch falsch in Navidaten hinterlegt (?) -> unnötig hoher Stromverbrauch
Navi: Ausfahrt von Autobahn programmiert. Wenn dann nicht abgefahren wird, übernimmt er trotzdem die Geschwindigkeitsbegrenzung von der Ausfahrt, auch wenn auf der Autobahn ganz links gefahren wird. Wenn weiter gefahren wird, wird trotz Geschwindigkeitsbegrenzung (z.B. 80) die Richtgeschwindigkeit (130km/h) eingestellt. Fehler laut VP reproduzierbar.","Eher ja","Eher ja","Eher ja","nicht anwendbar [Spalte nur für A-2 H-On Interview & Frage 3]","","nutzen bei freiem Verkehr, im dichten Verkehr nervig wegen nicht vorausschauendem Fahrverhalten ","","","2450.7","16.46","","","408.4","","","","","","","","2025.84","","","","","","","","","","","",""
"119","2022-05-06 11:25:52","3","de","844912094","2022-05-06 11:10:46","2022-05-06 11:25:52","22","Gruppe A - Termin 2: H-on","","","","","","","teilweise trocken und sonnig, teils regnerisch (Gewitter)","1: Motorstörung; 2: Geschwindigkeitslimit falsch übernommen (von 120 auf 80 obwowhl kein Schild)","alles wie erwartet; keine kritischen Situationen, mehr Vertrauen mit der Zeit,","einmal aus wegen Starkregen; L2 nicht zugelassen wenn Navidaten nicht bekannt, aber Mode sofort klar, kein problem","Warnungen H-Off sofort klar und nicht nervig, ","Bedienung einwandfrei; Tasten besser als Lenkstockhebel; geschwindigkeitsänderung mit lenkstockhebl anders umsetzen (Sicht besser bei tasten, hebel sehr weit unten); Anzeige ganz gut und übersichtlich; Symbole verständlich, Verkehrszeichen rehchts oben könnte größer sein","Schwierigkeiten in baustelle wenn nur eine Fahrstreifenbegrernzung (recht knapp, man lenkt dagegen); grundsätzlich gut, teilweise zu weit links oder rechts (lieber mittig fahren); wenig rumeiern was gut ist; Einscherer gut erkannt und reagiert; Spurwechsel automtatisch komfortabel und wünschenswert; man muss früher die Spur wechseln weil fahrzeiug rehct früh bremst","Ja","Ja","Ja","nicht anwendbar [Spalte nur für A-2 H-On Interview & Frage 3]","","H-off präferiert (größer abstand bis das system warnt); ACC hilfreicher; ","-","","904.67","8.85","","","61.2","","","","","","","","834.62","","","","","","","","","","","",""
"120","2022-05-06 11:30:55","3","de","1925404115","2022-05-06 11:18:30","2022-05-06 11:30:54","21","Gruppe A - Termin 2: H-off","","","lässt das System viel machen
mehrfach IVIS Nutzung","einmal einscherender LKW -> starke Bremsunterstützung","","","teils starker Regen -> L2 dann nicht verfügbar
im Vergleich zum BMW: Querführung schlechter, Längsführung besser","Notbremsungassistent bei einscherendem LKW
Fahrzeug orientiert sich zu weit rechts -> schlecht fürs Vertrauen","H-on Modus nicht ganz klar unterschieden -> Icon nicht gut","logisch, z.B. starker Regen
im Vergleich: Information, dass L2 nicht oder teilweise nicht verfügbar besser gelöst (auffälliger)","-","","im Vergleich zum BMW bessere Längsführung, aber schlechtere Querführung
vorausschauender als BMW","Ja","Ja","Eher ja","Eher ja","H-off","H-off ist langweiliger -> stärkere Ablenkung","-","Fahrleistung insgesamt recht hoch","743.48","10.09","","","106.37","","","","","","","","627.02","","","","","","","","","","","",""
"121","2022-05-06 13:36:10","3","de","1216851889","2022-05-06 13:17:07","2022-05-06 13:36:10","22","Gruppe A - Termin 2: H-off","kommt sehr gut zurecht;","Motorstörung --> Raststätte angefahren --> Auto aus und an, dann gings wieder","schnelle Eingewöhnung; einscherende Fahrzeuge bei schlechtem Wetter teils problematisch (spät gebremst); Stau in Baustelle; automatischer Spurwechsel sollte H-Off sein, nur mit Blinken bestätigen (sonst kann man auch gleich selbst fahren); in Baustelle Probleme mit Spurführung bei Ein und Ausfahrten (Proband greift gut ein)","-","","","durchgehend bewölkt und schauerartiger Regen","-","Aktivierung nochmal entspannter als bei Porsche (H-On); alles verständlich sowohl bei Aktivierung als auch Deaktivierung; Spurwechselassistent wird über die Zeit einfacher (aber zu viel aufwand, Nutzerfreundlichkeit beeinträchtigt)","Waren immer verständlich (vor allem in de Baustelle); immer sofort bemerkt; kritische Situation bei Einscherer einmal","Warnung Eyes off gut und verständlich; H-Off Warnung auch sofort klar gewesen; deutlicherer Unterscheid zwischen H-Off und On wäre gut (nicht nur Schrift)","Bedienung sehr einfach; Anzeige sehr gut ( vor allem viel ins HUD weil ausreichende Info und direkt im Sichtfeld); hilfreich zu wissen was das Auto erkennt (fördert das Verständnis dafür was das Fahrzeug macht)","Längs und Querführung beides sehr gut; Spurwechsel automatisch: man muss zu viel beachten, also wenig hilfreich; fährt sehr smooth, sehr mittige Spurführung (man fühlt sich sicherer)","Ja","Ja","Ja","Ja","H-off","beides gleich gut (ACC und LKA)","-","-","1143.92","8.09","","","170.86","","","","","","","","964.97","","","","","","","","","","","",""
"122","2022-05-09 07:40:44","3","de","435311395","2022-05-09 07:35:22","2022-05-09 07:40:44","25","Gruppe A - Termin 2: H-on","","","","","","","Ziemlich regnerisch die letzten Tage","fehlende Fahrbahnmarkierungen bei neuen geflickten Stellen: da kriegt er kurz Rappel. Hat aber nie Trigger gedrücktging ","ging flüssig, alles gut","ne, hat er nie gemacht","Persönlich: es nervt, wenn man auf lange Strecke seine gewohnte 1 Hand doch nicht fahren kann ","Ne, war super, hat immer funktioniert, hab immer gesehen was grad der Zustand ist","Nichts negatives, fands sehr hilfreich und positiv, besonders gut wenn er Abstand bewahren und bremsen muss, das macht er sehr zuverlässig, musste nie eingreifen","Eher ja","Ja","Ja","nicht anwendbar [Spalte nur für A-2 H-On Interview & Frage 3]","","-","-","","322.36","25.67","","","18.83","","","","","","","","277.86","","","","","","","","","","","",""
"123","2022-05-09 09:17:56","3","de","719019134","2022-05-09 09:09:19","2022-05-09 09:17:56","25","Gruppe A - Termin 2: H-off","""Gibt viele Benefits, vor allem Abstand und Geschwindigkeit""
""sehr intuitiv dargestellt""
sehr positiv (""will das auch"")
Vor Fahrtbeginn ""finde ich auch gut (H-on), würde Hände nicht wegnehmen wollen""
Während Fahrt ""ist ungewöhnlich, dass man Hände an Lenkrad hat, Lenkung spürt, aber nicht selbst lenkt 
","-","""HUD sehr gut gemacht""
Probiert in EG Navi-Eingabe aus ""Dafür ist es perfekt""
Bekommt in EG (>=) 2 mal EOR
""Geräuschkulisse eher wie in Flugzeug als Auto""
""deutlicher Fortschritt zu H-on System""","1 Trigger: Automatischer Spurwechsel, Querführung deaktiviert sich währenddessen (für Proband unbemerkt), Fahrzeug kommt von Spur ab, Proband überrascht
auch später öfter noch Probleme mit automatischem Spurwechsel","","","sehr hell, sonnig (morgens)","Nur Spurwechselhilfe, die ist teils verständlich wie mans machen soll, manchmal gings aber nicht. Ich glaube dass ich bei Antippen leicht loslasse und es dadurch nicht geht. Ganz am Anfang hatte er einmal Problem, da ist er über die Spur gegangen (Trigger von VL).","Nein","Nein","Nein","Nein, sehr positiv, verständlich ","sehr positiv, nachvollziehbar","Ja","Ja","Ja","Ja","H-off","alles sehr positiv ","sehr positiv","hat Spaß gemacht","517.22","9.57","","","249.08","","","","","","","","258.57","","","","","","","","","","","",""
"125","2022-05-10 18:42:48","3","de","1325742245","2022-05-10 18:29:28","2022-05-10 18:42:47","81","Gruppe B (H-off)","","","","","","Min 20: kritische Situation mit einscherendem LKW","","","es hat immer recht lange gedauert zwischen Knopf drücken und Feedback, dass er Input registriert hat; da musste ich immer recht lange warten.","","1x vorgekommen: in dem Moment war ich aber gar nicht abgelenkt - da gab es eigentlich andere Momente, in denen es schlimmer war. Fand ich nicht ganz gerechtfertigt im Vergleich zu eben den anderen Situationen. ","1x musste ich erst bestätigen, dass er die Geschwindigkeit übernimmt - das habe ich nicht sofort kapiert, dass ich dann nochmal Set drücken muss;
am Anfang habe ich auch nicht verstanden, dass ""ready"" mir sagt, dass ich es nutzen kann und dann verschwindet, SOBALD ich es nutze <- hat etwas gedauert, bis ich das verstanden habe.","ich war skeptisch, wenn LKW auf der Nebenspur recht weit links gefahren sind - auch weil ich meine eigenen Maße nicht ganz einschätzen konnte;
In einer Situation war es brenzliger mit einem einscherendem LKW, da habe ich gemerkt, wie wichtig es ist, aufmerksam zu bleiben;
Automatischen Spurwechsel finde ich recht schwierig, wenn Autos von links recht schnell kommen - habe das Gefühl, dass das System nicht so gut einschätzen kann - habe ich lieber manuell gemacht.","Ja","Ja","Ja","Ja","","Automatische Spuwechsel würde ich nur bei entspanntem Verkehr nutzen","entgegen aller Vernunft würde ich mich dazu verleiten lassen, mein Handy zu nutzen oder ein Hörbuch zu starten etc.","","799.35","7.26","","","36.68","","","","","","","","755.41","","","","","","","","","","","",""
"126","2022-05-12 09:37:56","3","de","1946088916","2022-05-12 08:57:24","2022-05-12 09:37:56","27","Gruppe A - Termin 2: H-on","","","","","","","","Tagesbaustelle: Geschwindigkeitsbegrenzung nicht zuverlässig erkannt","1x früher deaktivieren beim Autobahnwechsel: kurz Verwirrung wegen nicht ausgeführtem Fahrstreifenwechsel","","teilweise Handerkennung nicht richtig: Hand dran aber nicht erkannt bei Spurwechsel
","HUD sehr gut
Bing bei Navigationsinformation am Anfang als DMS-Aktion fehlinterpretiert","alles gut","Ja","Ja","Ja","nicht anwendbar [Spalte nur für A-2 H-On Interview & Frage 3]","","-","Einscherer kritisch weil zu spät reagiert wird (""kurz vorm Herzinfakt"")","","1490.03","1003.64","","","5.85","","","","","","","","480.54","","","","","","","","","","","",""
"127","2022-05-12 11:18:57","3","de","2081368244","2022-05-12 11:10:22","2022-05-12 11:18:57","27","Gruppe A - Termin 2: H-off","","","V: auf kurviger Autobahnfahrt (A93) deutlich angepasste Handhaltung
","in Kurve auf A93 einmal deaktiviert","","","wegen Unfall spontan ab Holledau auf A93 ausgewichen (bis Mainburg), Rückfahrt ca. 15min im Stop-and-Go Verkehr auf A9 mit BlueCruise","","-","scharfe Kurve auf A93 -> mit Übernahmeaufforderung","-","-","zu weit links auf der Überholspur
sonst gut","Eher ja","Ja","Ja","Eher ja","H-off","-","-","-","515.57","8.38","","","133.61","","","","","","","","373.58","","","","","","","","","","","",""
"128","2022-05-13 09:43:49","3","de","1169578918","2022-05-13 09:20:58","2022-05-13 09:43:49","28","Gruppe A - Termin 2: H-on","","","","","","","sonnige Fahrten","Baustelle (Bodenwellen): Lenkung schwammig, Proband greift viel ein; beschleunigt stark wenn frei ist obwohl bald ein Fahrzeug kommt (keine Antizipation); sehr geringes Vertrauen; Geschwindigkeitslimits selten falsch übernommen; beim fahrstreifenwechsel zu langsam bis das Fahrzeug beschleunigt;","nicht systemzustände richtig wahr; Transitionen problemlos; am Anfang angespannt, hat sich gelegt über die Zeit; ","nicht vorgekommen","3x H-off Warnung (bewusst): sehr klar und gut verstanden; kein Störfaktor; angemessenen zeitliche Kaskade","Bedienung sehr einfach; zu viel übersteuert (versteht es nicht ganz, denkt übersteuern ist nur lenken und nicht gas geben); Anzeige okay aber auch bereits gewöhnt; Symbole verständlich; ","allgemein zufrieden bis auf einzelne Situationen (siege Triggerbutton); Spurwechsel autonom wäre wünschenswert (weil es oft vorkommt); ","Eher ja","Ja","Ja","nicht anwendbar [Spalte nur für A-2 H-On Interview & Frage 3]","","lieber H-on; beides (Längs und Quer) hilfreich","-","","1371.42","32.2","","","8.74","","","","","","","","1330.48","","","","","","","","","","","",""
"129","2022-05-13 10:52:49","3","de","938705494","2022-05-13 10:44:10","2022-05-13 10:52:49","26","Gruppe A - Termin 2: H-on","","","","","","","","3-4 mal
überraschende Tempoerhöhung (aber normal, kein Fehler)
Tempolimits werden nicht immer sicher erkannt","Ausfahrt wird nicht L2 gefahren
meistens durch Betätigen der Bremse
","-","3-4 mal gewarnt worden -> Hand sehr locker am Lenkrad -> nicht erkannt
","sehr leicht zu bedienen (""Narrensicher"")
Abstand eigentlich nie verwendet","fährt sehr weit rechts in der Spur, v.a. bei LKWs störend
teilweise auf Fahrzeug auf anderer Spur reagiert
nach Tempolimit fahren teilweise störend","Eher ja","Ja","Eher ja","nicht anwendbar [Spalte nur für A-2 H-On Interview & Frage 3]","","-","-","","518.22","9.87","","","5.61","","","","","","","","502.74","","","","","","","","","","","",""
"130","2022-05-13 12:14:59","3","de","1238175779","2022-05-13 11:40:59","2022-05-13 12:14:59","28","Gruppe A - Termin 2: H-off","muss sich erstmal gewöhnen nicht zu lenken und zu  bremsen, also Kontrolle abzugeben ist schwierig","-","kommt eig ganz gut klar, muss sich nur gewöhnen die Hände wegzunehmen; findet automatischen Spurwechsel gut; mehr Vertrauen zum BMW ix als beim Ford Focus (auch einfachere Bedienung); Option H-Off nicht zwingend notwendig für den Probanden; Unterscheid zwischen H-On/H-Off  teilweise nicht klar: nimmt Hände schon weg obwohl nicht erlaubt (zu früh); einmal nicht drauf geachtet, dass System aus ist und dachte L2H-Off ist an","-","","","teilweise Starkregen (System funktioniert aber hervorragend)","nein","Immer erwartungsgemäß reagiert; keine Änderung im laufe der Systemnutzung","nein; 1-2 Mode awarenesess probleme","Warnung sofort verstanden; Eyes off Warnung: garnicht bewusst gewesen, dass man weggeschaut hat; ","Bedienung sehr einfach; Anzeige sehr gut auch mit Umgebungsdarstellung (sehr nützlich für Orientierung), alle Symbole verstanden; 80% HUD Nutzung","sehr zufrieden und besser als mit dem Ford Focus; stabiler gefahren und liegt besser auf der Straße; geschmeidiger und schneller beschleunigt bei Spurwechseln; autonomer Spurwechsel sehr gut und sicher gefühlt","Ja","Ja","Ja","Nein","H-on","beides sehr hilfreich (längs und quer); gut , dass man h-off nutzen , aber Probandin würde größtenteils H-on nutzen","-","-","2039.11","24.81","","","535.2","","","","","","","","1479.1","","","","","","","","","","","",""
"131","2022-05-13 12:52:00","3","de","1204419617","2022-05-13 12:30:49","2022-05-13 12:52:00","26","Gruppe A - Termin 2: H-off","","","V: teilweise mit H-off und selbst Gas geben gefahren","wegen Wetter sehr oft abgeworfen (H-off -> Hon/H-off -> Manuell; mit TOR) oder L2 gar nicht verfügbar
kaum mal länger als ein paar Minuten L2H-off am Stück genutzt","","","teils starker Regen, sehr nasse Fahrbahn","unruhige Spurführung, 
nicht klar welche Bedingungen zu welcher Assistenz führt","-","Systemzustände nicht immer klar (siehe unten), unerwartet (-> schlechtes Wetter)
","-","dauernder Blick ins Kombi nötig, um Systemzustand zu erfahren (Proband hatte sehr viele Transitionen wegen schlechten Wetterverhältnissen)
akustischer Warnton sehr leise
Bedienung Tempoveränderung schlecht wegen unterschiedlich großer Schritte (Passat besser)","etwas unruhig in der Spur (pendeln)","Nein","Ja","Eher nein","Nein","H-on","kein Vertrauen aufgebaut (aber sehr schlechtes Wetter)
Problem nicht in der Fähigkeit von Längs- und Querführung, sondern im HMI (deswegen die schlechte Antwort oben)
H-on größerer Mehrwert
längere Eingriffszeit bei H-off als bei H-on befürchtet","schlechte Verhältnisse sind dem Probanden bewusst","HUD wäre gut, fehlt beim Ford","1268.29","15.77","","","116.06","","","","","","","","1136.46","","","","","","","","","","","",""
